source,seed,family,subset_size,channels,imputation,direction,generator,n,metric,value,baseline_acc,acc,delta_pp,effect_pp,auc,real_acc,fake_acc,protocol,claim_scope,notes
Results\full_inference_dump.npz,42,drop,3,freq_radial+jpeg_quant+texture_geometry,zero,,GLIDE,2000,accuracy,0.8935,0.998,0.8935,-10.45,-10.45,0.969315,0.879,0.908,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,3,freq_radial+jpeg_quant+texture_geometry,zero,,Midjourney,2000,accuracy,0.829,0.997,0.829,-16.8,-16.8,0.928375,0.872,0.786,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,3,freq_radial+jpeg_quant+texture_geometry,zero,,Stable_Diffusion_v1.4,2000,accuracy,0.842,0.9985,0.842,-15.65,-15.65,0.929805,0.877,0.807,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,3,freq_radial+jpeg_quant+texture_geometry,zero,,VQDM,2000,accuracy,0.891,0.9975,0.891,-10.65,-10.65,0.961178,0.879,0.903,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,3,freq_radial+jpeg_quant+texture_geometry,zero,,Wukong,2000,accuracy,0.844,0.9945,0.844,-15.05,-15.05,0.926458,0.879,0.809,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,3,freq_radial+jpeg_quant+texture_geometry,zero,,__ALL__,14000,accuracy,0.814143,0.9975,0.814143,-18.335714,-18.335714,0.922071,0.874714,0.753571,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,3,freq_radial+jpeg_quant+texture_geometry,zero_elsewhere,,ADM,2000,accuracy,0.903,0.999,0.903,-9.6,-9.6,1.0,1.0,0.806,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,3,freq_radial+jpeg_quant+texture_geometry,zero_elsewhere,,BigGAN,2000,accuracy,0.9995,0.998,0.9995,0.15,0.15,1.0,1.0,0.999,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,3,freq_radial+jpeg_quant+texture_geometry,zero_elsewhere,,GLIDE,2000,accuracy,0.792,0.998,0.792,-20.6,-20.6,1.0,1.0,0.584,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,3,freq_radial+jpeg_quant+texture_geometry,zero_elsewhere,,Midjourney,2000,accuracy,0.8065,0.997,0.8065,-19.05,-19.05,0.998581,1.0,0.613,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,3,freq_radial+jpeg_quant+texture_geometry,zero_elsewhere,,Stable_Diffusion_v1.4,2000,accuracy,0.7535,0.9985,0.7535,-24.5,-24.5,0.999857,1.0,0.507,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,3,freq_radial+jpeg_quant+texture_geometry,zero_elsewhere,,VQDM,2000,accuracy,0.722,0.9975,0.722,-27.55,-27.55,0.999996,1.0,0.444,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,3,freq_radial+jpeg_quant+texture_geometry,zero_elsewhere,,Wukong,2000,accuracy,0.7415,0.9945,0.7415,-25.3,-25.3,0.999697,1.0,0.483,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,3,freq_radial+jpeg_quant+texture_geometry,zero_elsewhere,,__ALL__,14000,accuracy,0.816857,0.9975,0.816857,-18.064286,-18.064286,0.999737,1.0,0.633714,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,3,color_manifold+hf_noise+jpeg_quant,zero,,ADM,2000,accuracy,0.638,0.999,0.638,-36.1,-36.1,0.999708,0.276,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,3,color_manifold+hf_noise+jpeg_quant,zero,,BigGAN,2000,accuracy,0.6355,0.998,0.6355,-36.25,-36.25,0.999273,0.271,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,3,color_manifold+hf_noise+jpeg_quant,zero,,GLIDE,2000,accuracy,0.6435,0.998,0.6435,-35.45,-35.45,0.99982,0.287,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,3,color_manifold+hf_noise+jpeg_quant,zero,,Midjourney,2000,accuracy,0.6515,0.997,0.6515,-34.55,-34.55,0.998693,0.303,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,3,color_manifold+hf_noise+jpeg_quant,zero,,Stable_Diffusion_v1.4,2000,accuracy,0.644,0.9985,0.644,-35.45,-35.45,0.999013,0.288,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,3,color_manifold+hf_noise+jpeg_quant,zero,,VQDM,2000,accuracy,0.6435,0.9975,0.6435,-35.4,-35.4,0.99347,0.287,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,3,color_manifold+hf_noise+jpeg_quant,zero,,Wukong,2000,accuracy,0.6435,0.9945,0.6435,-35.1,-35.1,0.997916,0.287,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,3,color_manifold+hf_noise+jpeg_quant,zero,,__ALL__,14000,accuracy,0.642786,0.9975,0.642786,-35.471429,-35.471429,0.998348,0.285571,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,3,color_manifold+hf_noise+jpeg_quant,zero_elsewhere,,ADM,2000,accuracy,0.5,0.999,0.5,-49.9,-49.9,0.999226,1.0,0.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,3,color_manifold+hf_noise+jpeg_quant,zero_elsewhere,,BigGAN,2000,accuracy,0.5,0.998,0.5,-49.8,-49.8,0.999991,1.0,0.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,3,color_manifold+hf_noise+jpeg_quant,zero_elsewhere,,GLIDE,2000,accuracy,0.5,0.998,0.5,-49.8,-49.8,0.999994,1.0,0.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,3,color_manifold+hf_noise+jpeg_quant,zero_elsewhere,,Midjourney,2000,accuracy,0.5,0.997,0.5,-49.7,-49.7,0.998794,1.0,0.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,3,color_manifold+hf_noise+jpeg_quant,zero_elsewhere,,Stable_Diffusion_v1.4,2000,accuracy,0.5,0.9985,0.5,-49.85,-49.85,0.999941,1.0,0.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,3,color_manifold+hf_noise+jpeg_quant,zero_elsewhere,,VQDM,2000,accuracy,0.5,0.9975,0.5,-49.75,-49.75,0.999582,1.0,0.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,3,color_manifold+hf_noise+jpeg_quant,zero_elsewhere,,Wukong,2000,accuracy,0.5,0.9945,0.5,-49.45,-49.45,0.997742,1.0,0.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,3,color_manifold+hf_noise+jpeg_quant,zero_elsewhere,,__ALL__,14000,accuracy,0.5,0.9975,0.5,-49.75,-49.75,0.999335,1.0,0.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,3,color_manifold+hf_noise+texture_geometry,zero,,ADM,2000,accuracy,0.708,0.999,0.708,-29.1,-29.1,1.0,1.0,0.416,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,3,color_manifold+hf_noise+texture_geometry,zero,,BigGAN,2000,accuracy,0.9265,0.998,0.9265,-7.15,-7.15,0.999998,1.0,0.853,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,3,color_manifold+hf_noise+texture_geometry,zero,,GLIDE,2000,accuracy,0.987,0.998,0.987,-1.1,-1.1,0.999999,1.0,0.974,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,3,color_manifold+hf_noise+texture_geometry,zero,,Midjourney,2000,accuracy,0.709,0.997,0.709,-28.8,-28.8,0.999119,1.0,0.418,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,3,color_manifold+hf_noise+texture_geometry,zero,,Stable_Diffusion_v1.4,2000,accuracy,0.5395,0.9985,0.5395,-45.9,-45.9,0.999293,1.0,0.079,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,3,color_manifold+hf_noise+texture_geometry,zero,,VQDM,2000,accuracy,0.5935,0.9975,0.5935,-40.4,-40.4,0.999583,1.0,0.187,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,3,color_manifold+hf_noise+texture_geometry,zero,,Wukong,2000,accuracy,0.523,0.9945,0.523,-47.15,-47.15,0.998851,1.0,0.046,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,3,color_manifold+hf_noise+texture_geometry,zero,,__ALL__,14000,accuracy,0.712357,0.9975,0.712357,-28.514286,-28.514286,0.999556,1.0,0.424714,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,3,color_manifold+hf_noise+texture_geometry,zero_elsewhere,,ADM,2000,accuracy,0.766,0.999,0.766,-23.3,-23.3,0.836273,0.552,0.98,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,3,color_manifold+hf_noise+texture_geometry,zero_elsewhere,,BigGAN,2000,accuracy,0.751,0.998,0.751,-24.7,-24.7,0.762385,0.573,0.929,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,3,color_manifold+hf_noise+texture_geometry,zero_elsewhere,,GLIDE,2000,accuracy,0.7765,0.998,0.7765,-22.15,-22.15,0.876043,0.569,0.984,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,3,color_manifold+hf_noise+texture_geometry,zero_elsewhere,,Midjourney,2000,accuracy,0.791,0.997,0.791,-20.6,-20.6,0.831153,0.6,0.982,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,3,color_manifold+hf_noise+texture_geometry,zero_elsewhere,,Stable_Diffusion_v1.4,2000,accuracy,0.783,0.9985,0.783,-21.55,-21.55,0.897532,0.569,0.997,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,3,color_manifold+hf_noise+texture_geometry,zero_elsewhere,,VQDM,2000,accuracy,0.7835,0.9975,0.7835,-21.4,-21.4,0.914,0.569,0.998,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,3,color_manifold+hf_noise+texture_geometry,zero_elsewhere,,Wukong,2000,accuracy,0.7825,0.9945,0.7825,-21.2,-21.2,0.907072,0.569,0.996,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,3,color_manifold+hf_noise+texture_geometry,zero_elsewhere,,__ALL__,14000,accuracy,0.776214,0.9975,0.776214,-22.128571,-22.128571,0.859891,0.571571,0.980857,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,3,color_manifold+jpeg_quant+texture_geometry,zero,,ADM,2000,accuracy,0.8365,0.999,0.8365,-16.25,-16.25,0.999,0.673,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,3,color_manifold+jpeg_quant+texture_geometry,zero,,BigGAN,2000,accuracy,0.8505,0.998,0.8505,-14.75,-14.75,0.99904,0.701,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,3,color_manifold+jpeg_quant+texture_geometry,zero,,GLIDE,2000,accuracy,0.8625,0.998,0.8625,-13.55,-13.55,0.99964,0.725,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,3,color_manifold+jpeg_quant+texture_geometry,zero,,Midjourney,2000,accuracy,0.856,0.997,0.856,-14.1,-14.1,0.998726,0.712,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,3,color_manifold+jpeg_quant+texture_geometry,zero,,Stable_Diffusion_v1.4,2000,accuracy,0.8605,0.9985,0.8605,-13.8,-13.8,0.998272,0.721,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,3,color_manifold+jpeg_quant+texture_geometry,zero,,VQDM,2000,accuracy,0.8625,0.9975,0.8625,-13.5,-13.5,0.993468,0.725,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,3,color_manifold+jpeg_quant+texture_geometry,zero,,Wukong,2000,accuracy,0.862,0.9945,0.862,-13.25,-13.25,0.997237,0.725,0.999,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,3,color_manifold+jpeg_quant+texture_geometry,zero,,__ALL__,14000,accuracy,0.855786,0.9975,0.855786,-14.171429,-14.171429,0.997894,0.711714,0.999857,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,3,color_manifold+jpeg_quant+texture_geometry,zero_elsewhere,,ADM,2000,accuracy,0.5035,0.999,0.5035,-49.55,-49.55,0.999981,1.0,0.007,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,3,color_manifold+jpeg_quant+texture_geometry,zero_elsewhere,,BigGAN,2000,accuracy,0.5105,0.998,0.5105,-48.75,-48.75,1.0,1.0,0.021,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,3,color_manifold+jpeg_quant+texture_geometry,zero_elsewhere,,GLIDE,2000,accuracy,0.5695,0.998,0.5695,-42.85,-42.85,1.0,1.0,0.139,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,3,color_manifold+jpeg_quant+texture_geometry,zero_elsewhere,,Midjourney,2000,accuracy,0.5005,0.997,0.5005,-49.65,-49.65,0.998616,1.0,0.001,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,3,color_manifold+jpeg_quant+texture_geometry,zero_elsewhere,,Stable_Diffusion_v1.4,2000,accuracy,0.5,0.9985,0.5,-49.85,-49.85,0.999989,1.0,0.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,3,color_manifold+jpeg_quant+texture_geometry,zero_elsewhere,,VQDM,2000,accuracy,0.5505,0.9975,0.5505,-44.7,-44.7,0.999991,1.0,0.101,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,3,color_manifold+jpeg_quant+texture_geometry,zero_elsewhere,,Wukong,2000,accuracy,0.5,0.9945,0.5,-49.45,-49.45,0.999019,1.0,0.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,3,color_manifold+jpeg_quant+texture_geometry,zero_elsewhere,,__ALL__,14000,accuracy,0.519214,0.9975,0.519214,-47.828571,-47.828571,0.999666,1.0,0.038429,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,3,hf_noise+jpeg_quant+texture_geometry,zero,,ADM,2000,accuracy,0.765,0.999,0.765,-23.4,-23.4,0.998849,0.53,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,3,hf_noise+jpeg_quant+texture_geometry,zero,,BigGAN,2000,accuracy,0.769,0.998,0.769,-22.9,-22.9,0.9993,0.538,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,3,hf_noise+jpeg_quant+texture_geometry,zero,,GLIDE,2000,accuracy,0.7755,0.998,0.7755,-22.25,-22.25,0.999905,0.551,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,3,hf_noise+jpeg_quant+texture_geometry,zero,,Midjourney,2000,accuracy,0.7585,0.997,0.7585,-23.85,-23.85,0.998905,0.518,0.999,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,3,hf_noise+jpeg_quant+texture_geometry,zero,,Stable_Diffusion_v1.4,2000,accuracy,0.777,0.9985,0.777,-22.15,-22.15,0.998394,0.554,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,3,hf_noise+jpeg_quant+texture_geometry,zero,,VQDM,2000,accuracy,0.7755,0.9975,0.7755,-22.2,-22.2,0.999275,0.551,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,3,hf_noise+jpeg_quant+texture_geometry,zero,,Wukong,2000,accuracy,0.7755,0.9945,0.7755,-21.9,-21.9,0.99545,0.551,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,drop,3,hf_noise+jpeg_quant+texture_geometry,zero,,__ALL__,14000,accuracy,0.770857,0.9975,0.770857,-22.664286,-22.664286,0.99839,0.541857,0.999857,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,3,hf_noise+jpeg_quant+texture_geometry,zero_elsewhere,,ADM,2000,accuracy,0.5,0.999,0.5,-49.9,-49.9,0.999048,1.0,0.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,3,hf_noise+jpeg_quant+texture_geometry,zero_elsewhere,,BigGAN,2000,accuracy,0.5,0.998,0.5,-49.8,-49.8,1.0,1.0,0.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,3,hf_noise+jpeg_quant+texture_geometry,zero_elsewhere,,GLIDE,2000,accuracy,0.5,0.998,0.5,-49.8,-49.8,0.999997,1.0,0.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,3,hf_noise+jpeg_quant+texture_geometry,zero_elsewhere,,Midjourney,2000,accuracy,0.5,0.997,0.5,-49.7,-49.7,0.998561,1.0,0.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,3,hf_noise+jpeg_quant+texture_geometry,zero_elsewhere,,Stable_Diffusion_v1.4,2000,accuracy,0.5,0.9985,0.5,-49.85,-49.85,0.999946,1.0,0.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,3,hf_noise+jpeg_quant+texture_geometry,zero_elsewhere,,VQDM,2000,accuracy,0.5,0.9975,0.5,-49.75,-49.75,0.999958,1.0,0.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,3,hf_noise+jpeg_quant+texture_geometry,zero_elsewhere,,Wukong,2000,accuracy,0.5,0.9945,0.5,-49.45,-49.45,0.99952,1.0,0.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,keep_only,3,hf_noise+jpeg_quant+texture_geometry,zero_elsewhere,,__ALL__,14000,accuracy,0.5,0.9975,0.5,-49.75,-49.75,0.999578,1.0,0.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,impute_single,1,bitplane_lsb,zero,,ADM,2000,accuracy,0.9995,0.999,0.9995,0.05,0.05,1.0,0.999,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,impute_single,1,bitplane_lsb,zero,,BigGAN,2000,accuracy,0.9995,0.998,0.9995,0.15,0.15,1.0,0.999,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,impute_single,1,bitplane_lsb,zero,,GLIDE,2000,accuracy,0.999,0.998,0.999,0.1,0.1,1.0,0.998,1.0,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,impute_single,1,bitplane_lsb,zero,,Midjourney,2000,accuracy,0.9965,0.997,0.9965,-0.05,-0.05,0.998325,0.998,0.995,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,impute_single,1,bitplane_lsb,zero,,Stable_Diffusion_v1.4,2000,accuracy,0.9985,0.9985,0.9985,0.0,0.0,0.999998,0.998,0.999,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,impute_single,1,bitplane_lsb,zero,,VQDM,2000,accuracy,0.998,0.9975,0.998,0.05,0.05,0.99999,0.998,0.998,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,impute_single,1,bitplane_lsb,zero,,Wukong,2000,accuracy,0.991,0.9945,0.991,-0.35,-0.35,0.99988,0.998,0.984,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
Results\full_inference_dump.npz,42,impute_single,1,bitplane_lsb,zero,,__ALL__,14000,accuracy,0.997429,0.9975,0.997429,-0.007143,-0.007143,0.999745,0.998286,0.996571,frozen_bottleneck_closed_form,audit_intervention_not_retraining,
